HSQC
134.21	3.85
90.39	2.75
90.39	1.53
73.54	2.74
50.96	5.37
46.63	1.64
44.67	4.33
43.16	1.54
42.22	1.48
30.64	2.28
20.44	2.09
-1.41	1.82
-1.41	1.52
-1.78	1.88
-7.1	4.35
-6.84	5.36
-5.95	5.36
-2.36	1.81
-1.92	1.88
-1.51	1.82
-0.83	1.33
2.24	6.15
4.67	5.63
8.82	0.94
10.7	0.84
10.63	1.75
11.2	0.72
13.18	0.92
13.28	1.26
13.23	1.79
13.46	1.89
14.31	1.16
14.11	1.26
14.61	6.22
14.73	1.88
14.81	6.1
14.67	6.15
15.03	0.82
15.32	0.91
15.57	1.89
15.65	0.89
15.65	1.07
16.77	1.73
16.85	1.85
17.8	1.06
17.97	1.19
17.86	1.25
18.19	1.83
18.99	0.88
19.02	1.82
19.59	1.52
19.57	1.97
20.06	1.02
20.05	1.81
20.66	2.22
20.56	5.94
20.58	6.24
21.19	1.1
21.18	1.29
21.83	0.89
22.16	1.06
22.22	1.19
22.3	1.33
22.67	1.25
23.25	1.03
23.64	0.95
23.73	1.31
24.57	0.88
24.84	1.35
24.67	1.63
25.57	2
25.67	2.96
26.17	0.91
26	1.19
26.07	2.32
26.98	2.07
27.28	0.88
27.28	2.21
27.8	1.04
27.6	1.75
27.88	0.95
27.92	1.19
28.27	2.59
28.7	1.63
28.69	2.63
28.99	1.1
28.89	1.34
29.36	1.3
29.26	2.7
29.6	1.01
30.56	1.04
30.64	2.45
31.71	1.3
31.95	2.08
32.52	1.48
32.55	1.65
32.81	2.21
32.71	2.38
33.23	1.37
33.76	1.59
33.66	2.3
33.63	2.36
35.37	0.89
35.36	1.6
37.1	1.1
37.12	1.3
37.02	1.45
39.22	1.17
39.72	2.6
40.63	2.25
41.24	3.04
42.14	1.41
42.36	2.25
42.36	2.75
42.76	3.09
43.24	4.47
43.35	2.26
43.34	2.74
43.38	4.52
43.89	4.14
44.32	4.33
44.98	2.44
45.26	4.14
45.98	3.07
46.89	1.64
47.47	3.07
48.04	3.33
49.85	3.86
50.59	1.45
50.85	3.85
51.65	3.82
54.02	3.16
55.3	3.87
59.25	3.82
59.64	3.9
59.66	4
60.03	4.13
60.38	3.69
60.79	4.33
61.02	4.33
61.67	3.56
61.88	4.33
62.77	3.57
62.88	4.32
63.15	4.35
63.44	4.32
65.11	4.09
65.11	4.16
65.58	3.47
65.52	3.78
66.63	3.63
67.04	4.04
67.62	4.35
68.25	3.84
69.83	3.85
69.92	4.33
71.1	3.54
71.49	3.41
71.8	4.09
72.53	4.32
72.8	4.35
72.68	4.54
73.54	4.51
74.46	4.49
74.6	3.26
74.74	4.8
75.13	4.92
75.18	5.42
77.56	7.89
78.25	4.75
78.43	7.89
78.77	4.7
79.1	5.31
80.15	3.75
80.35	4.08
80.76	5.39
81.11	5.36
81.32	5.39
82.15	4.64
82.16	5.37
83.16	5.36
83.44	5.39
84.08	4.91
85.19	4.7
85.65	4.3
86.11	4.2
86.56	4.74
86.98	4.26
93.45	6.42
94.96	5.92
98.55	6.23
102.66	6.55
104.35	5.82
106.14	5.94
106.98	5.94
110.4	7.2
112.94	7.39
113.45	6.95
114.34	6.37
115.04	6.81
115.22	6.93
115.21	7.65
118.03	6.82
119.07	7.39
121.05	7.56
122.83	7.08
124.3	5.37
124.2	5.63
124.22	6.17
125	5.62
125.04	6.17
125.22	6.52
125.88	5.64
125.8	5.88
125.83	5.97
125.84	6.06
126.59	1.88
126.62	5.62
126.83	5.46
127.11	5.48
127.88	6.01
128.16	7.48
128.45	6.55
129.72	5.39
130.01	5.42
132.36	5.47
132.56	5.47
132.9	6.27
133.86	6.24
134.7	6.23
134.95	6.27
135.09	5.71
137.34	6.34
138.66	6.83
139.28	6.18
140	1.84
139.97	1.88
140.19	1.93
140.02	6.15
140.8	6.1
145.31	7.61
151.16	1.88
151.55	1.82
151.97	1.88
156	5.37
