65.24526,3.6827838,q
75.335724,3.7128537,q
74.09755,3.8629124,q
75.335724,3.712854,q
65.24526,3.6827836,q
65.24526,3.6827838,b
65.24526,3.8629124,b
75.335724,3.7128537,b
75.335724,3.712854,b
74.09755,3.6827838,b
74.09755,3.8629124,b
74.09755,3.6827836,b
65.24526,3.6827836,b
/
65.24526,3.6827838,q
75.335724,3.7128537,q
74.09755,3.8629124,q
75.335724,3.712854,q
65.24526,3.6827836,q
65.24526,3.6827838,b
65.24526,3.8629124,b
75.335724,3.7128537,b
75.335724,3.712854,b
74.09755,3.6827838,b
74.09755,3.8629124,b
74.09755,3.6827836,b
65.24526,3.6827836,b
/
34.42855,3.2062523,q
54.283978,3.9368272,q
34.42855,3.2062523,b
34.42855,3.9368272,b
54.283978,3.2062523,b
54.283978,3.9368272,b
164.56807,3.2062523,b
164.56807,3.9368272,b
/
65.88247,3.6850803,q
75.4187,3.6047108,q
75.4187,3.6047103,q
65.88247,3.6850803,b
65.88247,3.6047103,b
75.4187,3.6047108,b
75.4187,3.6850803,b
75.4187,3.6047103,b
65.88247,3.6047108,b
/
44.08886,2.7628126,q
63.736023,3.5759995,q
44.08886,2.7628126,b
63.736023,3.5759995,b
/
28.467602,2.1940734,q
34.429363,3.264337,q
55.54669,3.7568545,q
28.467602,2.1940734,b
34.429363,3.264337,b
34.429363,3.7568545,b
170.15945,2.1940734,b
55.54669,3.264337,b
55.54669,3.7568545,b
175.4813,2.1940734,b
/
61.312836,4.2636957,q
61.312836,4.2636957,b
/
45.027172,4.2260413,q
45.027172,4.2260413,b
162.19849,4.2260413,b
/
62.832165,3.6211743,q
68.31382,3.8787804,q
83.070404,4.5636287,q
71.21026,4.120415,q
72.001495,4.33646,q
62.832165,3.6211743,b
62.832165,4.5636287,b
68.31382,3.8787804,b
68.31382,4.120415,b
83.070404,3.6211743,b
83.070404,4.5636287,b
83.070404,4.33646,b
71.21026,3.8787804,b
71.21026,4.120415,b
72.001495,4.5636287,b
72.001495,4.33646,b
177.67451,4.120415,b
177.67451,4.5636287,b
/
42.919285,3.6132011,q
42.919285,3.6132011,b
/
130.69356,7.4905777,q
128.41074,7.4311614,q
128.15993,7.9135323,q
128.15993,7.913533,q
48.201675,4.1657763,q
130.69356,7.4905777,b
130.69356,7.9135323,b
130.69356,7.913533,b
128.41074,7.4311614,b
128.15993,7.4905777,b
128.15993,7.9135323,b
128.15993,7.913533,b
132.13477,7.4311614,b
166.23634,7.9135323,b
166.23634,7.913533,b
166.23634,4.1657763,b
48.201675,4.1657763,b
/
73.20768,3.5332565,q
73.20767,3.5332565,q
73.20769,3.5332565,q
73.20768,3.5332565,b
73.20767,3.5332565,b
73.20769,3.5332565,b
/
57.30675,3.8658848,q
53.326466,3.2227814,q
57.30675,3.8658848,b
53.326466,3.2227814,b
/
64.94907,3.68979,q
74.79229,3.7069447,q
73.93817,3.903624,q
74.7923,3.7069447,q
64.94907,3.6897902,q
64.94907,3.68979,b
64.94907,3.903624,b
74.79229,3.7069447,b
74.79229,3.903624,b
73.93817,3.68979,b
73.93817,3.903624,b
73.93817,3.7069447,b
73.93817,3.6897902,b
74.7923,3.903624,b
74.7923,3.7069447,b
64.94907,3.6897902,b
/
126.940994,7.236866,q
128.60954,7.2967415,q
129.3146,7.216639,q
38.918617,3.519565,q
46.789593,4.0556793,q
126.940994,7.236866,b
126.940994,7.216639,b
128.60954,7.2967415,b
129.3146,7.236866,b
129.3146,7.216639,b
129.3146,3.519565,b
135.98839,7.2967415,b
38.918617,7.216639,b
38.918617,3.519565,b
170.55972,4.0556793,b
46.789593,4.0556793,b
/
126.940994,7.236866,q
128.60954,7.2967415,q
129.3146,7.216639,q
38.918617,3.519565,q
46.789593,4.0556793,q
126.940994,7.236866,b
126.940994,7.216639,b
128.60954,7.2967415,b
