/
244,182.06,2.52
245,182.04,2.65
/
89,42.57,1.67
317,42.56,0.95
/
0,132.37,7.54
/
1,102.06,7.81
/
13,-1.64,-2.32
/
14,-1.43,7.08
/
18,3.38,0.62
/
19,5.04,10.01
/
23,12.39,7.7
/
26,14.57,-2.82
/
29,18.43,-0.68
/
35,22.18,1.32
/
64,30.19,1.94
/
65,30.65,-1.44
/
73,34.74,1.22
/
75,36.21,2.34
/
76,36.76,2.41
/
80,39.68,-1.53
/
91,44.56,7.16
/
92,46.98,-0.53
/
93,47.25,7.48
/
109,54.04,3.22
/
114,56.97,0.35
/
115,57.23,3.75
/
116,57.43,3.97
/
126,59.75,3.6
/
129,60.22,3.6
/
141,63.75,2.94
/
146,64.38,-3.01
/
147,64.69,1.54
/
148,67.57,3.63
/
153,69.96,4.88
/
169,74.5,3.88
/
170,75.24,-1.66
/
173,77.18,0.41
/
174,77.42,0.87
/
180,78.9,3.45
/
183,81.02,6.07
/
184,81.94,0.97
/
186,83.89,4.54
/
188,88.69,4.33
/
191,95.62,7.73
/
192,97.69,6.54
/
195,99.41,6.82
/
196,100.46,-2.79
/
197,110.14,1.79
/
200,115.52,2.88
/
205,120.98,8.76
/
206,123.48,6.67
/
207,124.36,-0.06
/
208,127.49,-2.87
/
209,129.74,-0.09
/
210,130.53,-2.84
/
211,131.1,7.86
/
212,131.83,7.42
/
213,132.12,7.33
/
214,133.51,7.19
/
215,135.44,0.0
/
218,138.42,-2.69
/
219,138.86,-2.59
/
222,141.9,3.82
/
225,148.25,8.11
/
226,152.23,-2.5
/
231,153.48,0.16
/
232,155.57,5.75
/
233,155.91,6.1
/
234,158.45,4.6
/
238,187.08,2.16
/
241,184.72,2.52
/
243,182.28,3.22
/
246,180.42,2.44
/
247,178.62,1.47
/
250,176.9,3.76
/
251,175.22,3.55
/
252,101.43,3.61
/
280,70.21,0.9
/
334,26.9,0.95
/
347,5.88,3.61
