HMBC
201	5.1
177.71	2.27
176.64	2.01
175.98	1.12
175.6	2.01
173.09	2.28
171.92	3.81
171.9	3.77
171.88	4.12
171.86	3.74
171.84	5.01
171.8	4.14
169.62	2.05
167.65	6.92
167.52	2.08
167.43	1.83
166.92	1.86
166.73	1.81
166.67	6.79
166.67	5.06
166.67	1.79
166.13	1.97
166.13	2
159.57	1.9
159.5	2.15
138.62	1.82
138.54	1.79
138.48	1.87
138.47	1.81
138.12	1.76
135.68	4.15
135.57	3.74
135.29	3.78
135.27	7.33
134.98	3.81
129.08	7.33
128.41	1.86
128.24	1.76
128.22	1.81
128.17	1.79
128.08	7.25
128.05	3.72
128.05	3.79
128.02	7.29
128.02	7.2
128.02	7.23
128.01	3.74
114.92	1.9
114.92	2.15
79.48	4.61
79.47	4.99
79.46	3.19
78.4	3.31
77.23	7.36
77.22	7.1
73.36	3.5
73.15	3.51
72.69	3.31
70.09	3.61
68.4	4.9
68.4	2.88
68.38	5.08
68.19	2.84
66.83	2.62
66.81	2.99
66.79	3.12
66.75	1.57
66.73	1.34
66.69	4.58
66.69	5.06
66.69	2.71
66.51	2.61
66.43	2.85
64.7	3.51
64.69	1.85
64.67	1.86
64.06	3.78
63.99	2.83
63.96	3.72
63.9	3.74
63.71	2.6
62.52	2.84
61.45	2.6
61.09	2.84
60.49	5.09
60.45	2.88
59.54	1.39
59.5	1.08
57.97	2.14
57.95	2.51
57.95	3.36
57.87	2.45
57.86	5.01
57.79	2.06
57.79	2.64
57.69	3.13
57.37	5.16
56.83	2.45
56.15	2.99
55.85	3.12
55.74	2.05
54.38	5.16
54.31	3.66
54.29	4.15
54.21	7.23
54.2	3.81
54.17	4.12
54.17	3.78
54.16	7.2
51.7	5.01
45.73	0.81
43.42	0.94
40.93	1.12
39.18	0.84
38.16	1.39
38.15	1.08
37.19	0.81
36.37	3.07
35.56	1.88
31.93	1.26
31.87	0.85
31.6	0.89
31.23	1.39
31.21	1.08
30.9	1.32
30.77	5.01
30.55	1.57
30.23	1.4
29.6	1.23
29.5	1.31
29.26	1.59
29.15	2.27
29.03	0.87
28.03	0.84
27.91	5.06
27.86	4.58
