119.75,7.672625,q
115.57,6.905,q
114.93,7.5723333,q
99.1825,6.225,q
94.01875,6.41,q
119.75,7.5723333,b
148.83385,7.672625,b
148.83385,7.5723333,b
145.0,6.905,b
114.93,7.672625,b
121.04118,6.905,b
144.97475,7.5723333,b
144.97475,7.672625,b
102.47815,6.225,b
102.47815,6.41,b
99.1825,6.41,b
94.01875,6.225,b
/
130.4,7.8,q
116.3,6.94,q
99.1825,6.225,q
94.01875,6.41,q
130.4,7.8,b
116.3,6.94,b
159.8,7.8,b
121.72622,6.94,b
146.2131,7.8,b
102.37695,6.225,b
102.37695,6.41,b
99.1825,6.41,b
94.01875,6.225,b
/
120.4,7.02,q
115.30909,6.85,q
115.7,7.19,q
83.6,4.97,q
72.88242,4.45,q
96.47,6.0628,q
95.88,5.9792185,q
120.4,7.19,b
120.4,4.97,b
145.9523,7.02,b
145.9523,7.19,b
145.6909,6.85,b
115.7,7.02,b
115.7,4.97,b
129.3,6.85,b
129.3,4.45,b
83.6,7.19,b
83.6,7.02,b
196.83159,4.97,b
101.01002,4.45,b
101.01002,6.0628,b
101.01002,5.9792185,b
96.47,5.9792185,b
95.88,6.0628,b
163.3103,4.97,b
/
131.0,7.46,q
129.1,7.45,q
126.35353,7.9945,q
107.00304,6.979216,q
114.010605,7.0338526,q
116.677086,7.7084017,q
131.0,7.9945,b
129.1,7.45,b
126.35353,7.46,b
126.35353,7.9945,b
131.20345,7.45,b
131.20345,6.979216,b
162.4025,7.9945,b
178.41547,7.7084017,b
117.27959,6.979216,b
117.27959,7.0338526,b
144.28952,7.7084017,b
131.95856,7.0338526,b
151.35895,7.7084017,b
/
56.3,3.8638334,q
114.2,7.03147,q
118.0,6.8920546,q
112.0,6.829515,q
78.8,5.465266,q
42.3,2.920236,q
97.0,6.0628,q
96.2,5.9989734,q
147.1,3.8638334,b
147.1,7.03147,b
147.1,6.8920546,b
146.1,6.829515,b
114.2,6.8920546,b
114.2,5.465266,b
131.0,6.829515,b
131.0,2.920236,b
118.0,7.03147,b
118.0,5.465266,b
78.8,7.03147,b
78.8,6.8920546,b
197.55,5.465266,b
103.4,2.920236,b
103.4,6.0628,b
103.4,5.9989734,b
97.0,5.9989734,b
96.2,6.0628,b
165.4,5.465266,b
/
42.3,2.9310417,q
78.8,5.4586606,q
96.2,5.9990597,q
97.0,6.0628,q
114.3,7.028188,q
115.3,6.7475,q
117.8,6.8112555,q
78.8,7.028188,b
78.8,6.8112555,b
165.4,5.4586606,b
96.2,6.0628,b
97.0,5.9990597,b
103.4,6.0628,b
103.4,5.9990597,b
103.4,2.9310417,b
197.55,5.4586606,b
131.0193,2.9310417,b
131.0193,6.7475,b
114.3,5.4586606,b
114.3,6.8112555,b
145.2,6.7475,b
144.2,7.028188,b
144.2,6.8112555,b
117.8,5.4586606,b
117.8,7.028188,b
/
111.50307,6.896,q
128.88957,7.8233595,q
102.56588,6.350793,q
81.046005,5.3745384,q
73.17874,4.5109663,q
108.70947,7.35,q
111.50307,6.350793,b
111.2917,6.896,b
111.2917,6.350793,b
111.2917,4.5109663,b
163.64798,7.8233595,b
163.64798,5.3745384,b
102.56588,6.896,b
165.53688,7.8233595,b
81.046005,7.35,b
194.5,5.3745384,b
194.5,7.8233595,b
128.00441,4.5109663,b
108.70947,5.3745384,b
108.70947,7.35,b
133.46613,7.35,b
/
56.1,3.8649004,q
96.614586,6.6915283,q
102.755,6.8695,q
127.5,7.9945,q
129.1,7.45,q
131.0,7.46,q
155.36333,3.8649004,b
127.960304,6.6915283,b
104.620445,6.6915283,b
104.620445,6.8695,b
163.30478,7.9945,b
131.2,6.8695,b
131.2,7.45,b
127.5,7.9945,b
127.5,7.46,b
129.1,7.45,b
131.0,7.9945,b
/
56.3,3.8638334,q
114.2,7.03147,q
118.0,6.8920546,q
112.0,6.829515,q
78.8,5.465266,q
42.3,2.920236,q
97.0,6.0628,q
96.2,5.9989734,q
147.1,3.8638334,b
147.1,7.03147,b
147.1,6.8920546,b
146.1,6.829515,b
114.2,6.8920546,b
114.2,5.465266,b
131.0,6.829515,b
131.0,2.920236,b
118.0,7.03147,b
118.0,5.465266,b
78.8,7.03147,b
78.8,6.8920546,b
197.55,5.465266,b
103.4,2.920236,b
103.4,6.0628,b
103.4,5.9989734,b
97.0,5.9989734,b
96.2,6.0628,b
165.4,5.465266,b
/
55.9,3.87,q
115.42879,7.0933332,q
120.02643,7.075574,q
110.56578,7.2282295,q
79.7753,5.41215,q
42.3,2.9412851,q
97.0,6.0628,q
96.2,5.998885,q
148.13805,3.87,b
148.13805,7.0933332,b
146.46394,7.2282295,b
146.46394,7.075574,b
120.02643,7.2282295,b
120.02643,5.41215,b
131.06058,7.0933332,b
131.06058,2.9412851,b
110.56578,7.075574,b
110.56578,5.41215,b
79.7753,7.075574,b
79.7753,7.2282295,b
197.55,5.41215,b
103.4,2.9412851,b
103.4,6.0628,b
103.4,5.998885,b
97.0,5.998885,b
96.2,6.0628,b
165.4,5.41215,b
/
135.41,7.55,q
111.5,6.819,q
107.07,7.005,q
103.767136,6.60805,q
113.6284,7.573181,q
115.7,6.905,q
118.962585,7.5228295,q
111.5,7.005,b
160.88,7.55,b
110.93,6.819,b
110.93,7.005,b
110.93,6.60805,b
156.35948,7.55,b
107.07,6.819,b
164.11069,7.573181,b
164.11069,7.5228295,b
121.30769,6.60805,b
121.30769,6.905,b
113.6284,7.5228295,b
145.9,6.905,b
149.9,7.573181,b
149.9,7.5228295,b
118.962585,7.573181,b
/
44.07375,2.9290512,q
78.96221,5.4416766,q
128.14749,7.777593,q
110.98777,6.896,q
102.40294,6.389237,q
114.3,7.0258245,q
115.3,6.7475,q
117.8,6.8091784,q
78.96221,7.0258245,b
78.96221,6.8091784,b
163.79286,5.4416766,b
163.79286,7.777593,b
113.4375,6.389237,b
113.4375,2.9290512,b
113.4375,6.896,b
191.89182,7.777593,b
191.89182,5.4416766,b
110.98777,6.389237,b
165.21631,7.777593,b
102.40294,6.896,b
129.5,2.9290512,b
129.5,6.7475,b
114.3,5.4416766,b
114.3,6.8091784,b
145.2,6.7475,b
144.2,7.0258245,b
144.2,6.8091784,b
117.8,5.4416766,b
117.8,7.0258245,b
/
55.955,3.8616667,q
111.5,7.885,q
121.9,7.925,q
111.2,7.05,q
93.37606,6.617739,q
94.02853,6.105,q
56.19282,3.945,q
56.045,3.795,q
56.14,3.88125,q
150.6,3.8616667,b
150.6,7.885,b
150.6,7.925,b
148.3,7.05,b
148.3,3.88125,b
111.5,7.925,b
122.06382,7.05,b
121.9,7.885,b
144.51616,7.885,b
144.51616,7.925,b
105.195206,6.617739,b
105.195206,6.105,b
93.37606,6.105,b
162.01459,3.795,b
94.02853,6.617739,b
159.448,3.945,b
/
42.3,2.9428554,q
79.30873,5.494771,q
96.2,5.9991255,q
97.0,6.0628,q
113.94075,7.0814157,q
116.575,6.781,q
129.30045,7.146,q
118.026535,7.0179596,q
79.30873,7.0814157,b
79.30873,7.0179596,b
165.4,5.494771,b
96.2,6.0628,b
97.0,5.9991255,b
103.4,6.0628,b
103.4,5.9991255,b
103.4,2.9428554,b
197.55,5.494771,b
139.0277,2.9428554,b
139.0277,7.146,b
113.94075,5.494771,b
113.94075,7.0179596,b
113.94075,6.781,b
157.20444,7.146,b
116.575,7.0814157,b
116.575,7.0179596,b
118.026535,6.781,b
118.026535,5.494771,b
118.026535,7.0814157,b
/
71.17,4.57,q
51.2024,3.95,q
110.59145,7.2649903,q
103.45778,6.5027895,q
129.6453,7.0931726,q
115.84717,6.6896667,q
129.6453,7.0931716,q
51.2024,7.0931726,b
51.2024,7.0931716,b
191.64236,4.57,b
191.64236,7.2649903,b
111.48134,3.95,b
111.48134,6.5027895,b
140.67982,6.5027895,b
153.4467,7.2649903,b
157.45184,7.2649903,b
157.45184,4.57,b
127.928604,4.57,b
127.928604,6.6896667,b
129.6453,3.95,b
129.6453,7.0931716,b
115.84717,6.6896667,b
155.20552,7.0931726,b
155.20552,7.0931716,b
129.6453,7.0931726,b
/
126.57286,7.2364287,q
128.5,7.28,q
128.3,7.18,q
33.21141,2.8725,q
36.169304,2.8714359,q
109.17075,6.0841074,q
111.06377,6.919764,q
122.878395,7.2224503,q
126.57286,7.18,b
128.5,7.28,b
128.3,7.2364287,b
128.3,7.18,b
128.3,2.8725,b
140.17392,7.28,b
