/
2,129.46,7.23
8,115.35,6.95
12,40.6,2.23
13,39.75,2.06
14,39.56,1.65
15,25.81,2.04
16,25.81,1.96
17,140.67,6.02
20,118.38,7.48
23,71.93,5.54
26,50.13,2.85
27,50.12,2.72
28,49.63,3.3
29,49.62,2.87
30,40.04,2.21
31,28.21,1.73
32,26.41,1.48
33,21.18,1.13
34,21.16,2.02
35,11.95,0.85
36,110.47,6.05
46,27.99,1.43
48,137.81,6.15
58,39.53,1.46
59,39.38,1.6
60,33.04,1.6
61,32.96,2.0
62,28.83,1.02
65,19.14,1.59
66,19.14,1.47
67,18.99,2.01
73,33.74,2.92
74,33.74,1.25
78,45.76,2.57
79,40.41,2.0
80,28.92,2.82
81,23.4,1.67
82,22.63,0.87
83,22.21,1.48
84,18.68,0.91
85,11.9,0.54
86,23.77,1.14
87,23.76,1.33
88,27.62,1.25
89,27.51,1.87
90,27.94,1.51
91,31.77,2.17
92,31.85,2.39
95,35.93,1.01
96,35.95,1.34
97,39.36,1.12
98,45.73,2.28
99,56.23,1.95
100,56.22,1.97
101,56.48,1.26
141,60.21,4.03
142,60.21,2.28
143,60.21,2.1
144,40.49,2.4
145,40.44,2.13
146,39.64,2.22
147,39.64,1.99
148,39.6,2.07
150,25.83,2.07
151,25.83,1.98
152,25.78,2.21
166,140.68,5.04
167,140.68,3.31
168,140.68,2.21
189,72.11,7.49
190,72.11,5.7
191,72.11,5.42
192,72.11,2.03
193,60.21,5.56
194,60.21,2.88
195,60.21,2.73
196,60.21,2.03
200,50.16,2.86
203,49.72,3.46
204,49.72,2.74
205,49.49,6.03
206,40.49,6.03
207,40.49,5.04
208,40.44,2.34
209,40.44,2.07
210,40.44,1.46
211,40.44,1.11
212,37.58,0.86
215,25.78,0.86
216,21.23,5.56
217,21.23,2.21
218,21.23,1.9
219,12.3,0.98
221,164.03,6.1
222,164.03,2.42
233,110.66,6.28
234,110.66,5.95
251,138.0,6.94
252,137.94,7.41
265,138.0,6.28
266,137.97,6.14
267,137.97,2.02
268,137.97,1.73
269,137.97,1.46
270,137.97,1.04
271,137.94,5.99
286,129.51,1.63
287,129.41,1.72
288,129.36,2.02
294,39.76,2.02
295,39.67,1.33
296,39.6,1.6
297,39.6,1.04
298,34.4,1.04
300,33.87,1.47
301,33.24,1.9
302,33.24,1.72
303,33.18,2.15
308,28.96,1.16
309,28.96,0.91
313,19.25,1.75
314,19.25,1.48
315,19.16,2.02
319,12.3,6.36
320,12.3,6.26
323,135.27,6.04
324,135.27,5.06
325,135.27,2.28
337,69.54,2.29
338,69.39,2.58
339,69.39,2.4
340,69.39,2.17
341,69.39,1.67
342,56.93,1.15
346,56.66,2.81
347,56.66,2.0
348,56.66,1.86
349,56.66,1.36
350,56.38,2.1
351,46.22,2.15
352,46.1,1.98
353,46.1,1.65
354,46.1,1.29
355,45.95,2.69
356,45.95,2.41
357,45.91,6.24
358,45.91,0.54
360,40.65,2.81
361,40.65,2.13
362,40.65,1.98
363,40.53,1.41
364,40.49,0.54
365,39.86,1.53
366,39.86,0.87
369,35.39,2.57
370,35.24,2.39
371,35.24,2.28
378,29.02,2.69
379,28.07,1.64
380,28.07,0.87
381,27.92,1.39
382,27.92,1.28
383,23.73,2.81
384,22.9,1.52
385,22.78,0.99
386,22.78,0.87
387,22.78,0.75
388,22.38,1.98
389,18.99,1.34
390,18.99,1.04
391,18.99,0.79
392,12.34,1.29
393,12.07,1.97
394,12.07,0.66
395,12.07,0.4
398,135.27,6.04
399,135.27,5.06
400,135.27,2.28
412,69.54,2.29
413,69.39,2.58
414,69.39,2.4
415,69.39,2.17
416,69.39,1.67
417,56.93,1.15
421,56.66,2.81
422,56.66,2.0
423,56.66,1.86
424,56.66,1.36
425,56.38,2.1
426,46.22,2.15
427,46.1,1.98
428,46.1,1.65
429,46.1,1.29
430,45.95,2.69
431,45.95,2.41
432,45.91,6.24
433,45.91,0.54
435,40.65,2.81
436,40.65,2.13
437,40.65,1.98
438,40.53,1.41
439,40.49,0.54
440,39.86,1.53
441,39.86,0.87
444,35.39,2.57
445,35.24,2.39
446,35.24,2.28
453,29.02,2.69
454,28.07,1.64
455,28.07,0.87
456,27.92,1.39
457,27.92,1.28
458,23.73,2.81
459,22.9,1.52
460,22.78,0.99
461,22.78,0.87
462,22.78,0.75
463,22.38,1.98
464,18.99,1.34
465,18.99,1.04
466,18.99,0.79
467,12.34,1.29
468,12.07,1.97
469,12.07,0.66
470,12.07,0.4
473,137.94,7.23
481,33.87,7.24
482,33.85,1.25
483,23.97,1.41
484,23.97,1.25
485,23.65,1.1
/
0,133.7,7.69
1,131.08,7.54
3,128.99,7.52
4,125.75,7.93
5,125.49,8.23
6,125.2,7.4
7,117.6,7.57
18,131.34,7.93
19,121.36,7.26
42,137.2,7.39
43,130.87,7.39
45,51.05,9.88
49,137.1,6.64
50,137.06,6.36
51,132.3,6.24
52,132.26,6.62
53,130.75,6.14
54,129.85,6.62
55,126.37,6.14
70,126.25,7.24
110,156.33,8.23
111,156.33,7.71
112,156.33,7.58
113,156.33,7.43
114,133.85,7.86
115,133.85,7.57
116,133.81,7.53
117,133.81,7.42
118,133.73,8.24
123,129.03,7.69
124,128.99,7.54
125,128.99,7.37
126,126.39,8.1
127,126.33,7.93
128,126.33,7.77
129,125.72,8.41
130,125.72,8.07
131,125.72,7.71
132,125.66,7.6
133,125.52,7.26
136,117.95,7.74
137,117.95,7.43
157,148.18,8.54
158,148.18,7.49
159,148.18,7.16
160,148.18,5.56
169,131.37,8.08
170,131.37,7.76
174,121.62,7.43
175,121.62,7.16
176,121.62,7.11
177,117.95,8.53
178,117.95,7.65
179,117.95,7.33
180,117.95,5.56
223,148.76,7.64
224,148.76,7.04
229,129.83,4.21
230,119.51,7.03
231,119.46,7.65
255,131.37,9.87
258,126.33,9.87
260,119.6,7.1
261,119.6,6.77
262,119.51,9.87
272,137.24,6.51
277,132.42,6.63
278,132.37,6.36
279,131.37,6.0
280,130.83,6.36
281,130.78,6.14
282,130.01,6.78
283,130.01,6.51
284,130.01,6.48
285,130.01,6.25
290,126.39,6.32
291,126.39,6.03
292,125.14,6.5
