20.59091,1.99,q
/
17.876667,1.4686538,q
52.253334,3.9196644,q
/
24.8,1.906,q
35.454544,2.28,q
40.636364,3.015,q
/
40.92,3.269,q
62.3,4.094,q
/
37.845,2.784366,q
53.45,4.0649276,q
/
64.8,4.2939253,q
/
63.5,3.59325,q
74.433334,3.7128537,q
73.95,3.8629124,q
74.433334,3.712854,q
/
25.318182,1.63,q
29.836363,1.63,q
55.772728,3.5135,q
41.772728,3.21,q
/
39.231457,3.642779,q
52.91573,4.1123095,q
/
54.6,4.7033415,q
67.5,4.912204,q
/
54.8,3.3596,q
68.3,4.689991,q
56.6,4.132799,q
/
33.706665,1.591,q
39.61,2.761,q
/
66.37143,3.6850803,q
75.47143,3.6047108,q
75.47143,3.6047103,q
/
17.342857,1.2,q
57.971428,3.7,q
/
64.9,3.346,q
74.06364,3.448,q
/
42.77,3.567,q
/
61.7925,4.05282,q
73.3175,3.3486195,q
70.675,3.9541667,q
73.2625,3.5217557,q
72.8125,3.181,q
93.9875,4.9557176,q
/
28.16,2.074911,q
34.64,2.4906638,q
55.865,3.825539,q
/
11.51,0.8477273,q
24.853333,1.3713048,q
36.233334,2.0630522,q
15.01,1.0031337,q
59.806667,3.6012797,q
/
72.74,3.628,q
/
20.5,1.43,q
66.75,4.4,q
/
22.423334,0.7996977,q
25.443333,1.7371092,q
40.823334,1.7099826,q
54.47333,3.768079,q
/
22.67,1.5299613,q
29.315,1.5194887,q
40.34,2.5944285,q
29.285,1.77,q
55.695,3.77,q
/
127.2,7.15,q
129.58,7.237765,q
130.51,7.2461667,q
39.28,2.9899268,q
57.71,4.191,q
/
30.863636,1.5408224,q
41.954544,2.8223178,q
41.954544,2.8223176,q
/
24.843636,1.8057868,q
30.129091,2.0618596,q
62.294544,3.9167042,q
47.416363,3.0080695,q
/
61.30909,3.9460983,q
57.398182,4.1704373,q
/
130.36,7.03,q
116.223335,6.689,q
39.25,2.8707433,q
57.078182,4.191,q
/
20.767273,1.2937596,q
67.16182,4.3100834,q
61.594547,3.9312072,q
/
101.0594,5.807643,q
140.15138,7.645584,q
/
18.585714,1.02,q
30.44,2.22,q
61.355,3.55,q
/
10.0,0.97,q
26.1,1.5792453,q
73.8,3.68555,q
66.3,3.7771537,q
/
18.203115,2.0896327,q
59.023354,4.0175242,q
38.545067,3.0567105,q
130.38176,7.03,q
115.705345,6.689,q
130.38174,7.03,q
/
23.027065,1.39,q
29.704655,1.6252196,q
41.375286,3.391456,q
30.42,1.77,q
53.935,3.77,q
/
61.69,3.805,q
85.98,4.16,q
71.72,4.31,q
73.95,4.73,q
88.3,5.96,q
