/
212,65.79,3.56
/
215,66.65,3.56
/
218,67.94,3.56
/
220,68.94,3.56
/
221,69.23,3.7
/
222,69.91,3.56
/
223,70.25,3.85
/
235,71.92,3.58
/
238,73.26,3.48
/
243,74.94,3.77
/
249,76.49,2.97
/
250,77.25,3.07
/
254,84.39,3.5
/
258,97.46,4.27
/
262,100.47,4.89
/
265,104.39,4.08
/
266,109.17,5.67
/
270,115.96,6.93
/
271,116.2,6.8
/
272,117.71,5.12
/
273,126.29,7.12
/
282,133.1,7.69
/
284,147.34,8.67
/
285,165.77,8.4
